loan_id,customer_id,loan_type,principal,interest_rate,tenure_months,loan_status
LN004244,CUST067734,EDUCATION,6358753.69,9.87,60,CLOSED
LN004245,CUST075688,EDUCATION,6993731.22,12.56,12,CLOSED
LN004246,CUST022501,AUTO,4792095.42,14.93,24,DEFAULT
LN004247,CUST050483,EDUCATION,8083033.17,10.59,240,ACTIVE
LN004248,CUST068603,PERSONAL,9350805.44,11.69,120,CLOSED
LN004249,CUST014185,PERSONAL,429147.36,9.66,240,ACTIVE
LN004250,CUST017861,PERSONAL,9995100.97,10.11,120,CLOSED
LN004251,CUST063158,HOME,2241903.94,12.26,12,DEFAULT
LN004252,CUST022419,HOME,1418935.63,8.93,24,CLOSED
LN004253,CUST038041,EDUCATION,3848781.02,10.29,120,DEFAULT
LN004254,CUST060319,PERSONAL,8571713.06,14.42,120,DEFAULT
LN004255,CUST071206,AUTO,1986989.5,12.7,24,ACTIVE
LN004256,CUST094504,PERSONAL,9208387.23,9.74,24,CLOSED
LN004257,CUST004443,EDUCATION,6483388.41,13.71,24,CLOSED
LN004258,CUST038238,HOME,8386211.1,12.42,12,DEFAULT
LN004259,CUST036568,EDUCATION,5105390.97,12.38,120,ACTIVE
LN004260,CUST094381,HOME,3433905.58,8.2,60,ACTIVE
LN004261,CUST052453,PERSONAL,5493650.46,12.71,36,DEFAULT
LN004262,CUST092783,PERSONAL,1755902.1,12.04,240,DEFAULT
LN004263,CUST057794,PERSONAL,831774.18,10.03,36,CLOSED
LN004264,CUST087806,HOME,9092919.93,9.43,12,DEFAULT
LN004265,CUST084235,PERSONAL,6787838.74,12.74,12,CLOSED
LN004266,CUST082223,EDUCATION,403042.45,9.47,12,CLOSED
LN004267,CUST099930,AUTO,7480626.97,7.88,120,DEFAULT
LN004268,CUST050615,EDUCATION,8016959.76,11.09,24,DEFAULT
LN004269,CUST014137,EDUCATION,8454684.55,10.13,60,ACTIVE
LN004270,CUST075805,HOME,6994352.17,14.35,24,DEFAULT
LN004271,CUST041390,EDUCATION,5394562.06,12.66,12,CLOSED
LN004272,CUST004147,EDUCATION,7196984.99,12.08,12,ACTIVE
LN004273,CUST099726,HOME,2568648.11,11.21,24,DEFAULT
LN004274,CUST060591,HOME,3075606.68,8.34,240,ACTIVE
LN004275,CUST086144,HOME,4876874.7,11.41,240,DEFAULT
LN004276,CUST025280,EDUCATION,4058154.56,8.17,24,CLOSED
LN004277,CUST069863,AUTO,1560221.38,14.34,36,CLOSED
LN004278,CUST058489,EDUCATION,569569.27,8.71,60,ACTIVE
LN004279,CUST093298,EDUCATION,275133.79,7.33,120,CLOSED
LN004280,CUST009779,EDUCATION,7539512.2,10.85,36,DEFAULT
LN004281,CUST015033,EDUCATION,9817271.05,13.7,240,ACTIVE
LN004282,CUST048472,PERSONAL,2787543.3,14.76,60,CLOSED
LN004283,CUST016789,EDUCATION,3258635.49,12.71,36,CLOSED
LN004284,CUST057966,HOME,9514698.79,14.27,36,CLOSED
LN004285,CUST092760,PERSONAL,3314916.05,8.15,36,CLOSED
LN004286,CUST026670,EDUCATION,692040.24,12.68,120,DEFAULT
LN004287,CUST051678,HOME,6816965.88,7.68,36,DEFAULT
LN004288,CUST038993,HOME,4481564.53,12.57,36,ACTIVE
LN004289,CUST098064,EDUCATION,7392028.99,12.6,12,ACTIVE
LN004290,CUST056952,AUTO,7804077.79,14.55,60,CLOSED
LN004291,CUST022445,AUTO,7602882.58,13.24,120,CLOSED
LN004292,CUST079824,HOME,8746737.62,11.47,36,ACTIVE
LN004293,CUST091904,AUTO,687282.86,9.96,36,DEFAULT
LN004294,CUST097511,AUTO,5033344.1,9.29,24,ACTIVE
LN004295,CUST042092,PERSONAL,8395041.39,10.29,12,DEFAULT
LN004296,CUST067758,HOME,6625434.06,14.56,12,DEFAULT
LN004297,CUST017584,AUTO,3986813.68,11.01,120,ACTIVE
LN004298,CUST041416,PERSONAL,8389319.91,13.21,240,DEFAULT
LN004299,CUST066683,AUTO,7410123.17,13.93,120,ACTIVE
LN004300,CUST029893,HOME,3484584.62,7.25,120,ACTIVE
LN004301,CUST077321,HOME,9209811.03,10.7,120,ACTIVE
LN004302,CUST070212,AUTO,5782876.79,7.51,120,CLOSED
LN004303,CUST016935,AUTO,3640427.85,11.76,36,ACTIVE
LN004304,CUST012920,HOME,4051491.98,9.61,36,ACTIVE
LN004305,CUST027623,HOME,6009822.02,14.37,36,DEFAULT
LN004306,CUST038384,PERSONAL,5269930.64,14.85,60,CLOSED
LN004307,CUST044188,PERSONAL,9303341.78,9.43,60,ACTIVE
LN004308,CUST041758,HOME,5075324.51,7.76,12,DEFAULT
LN004309,CUST032327,HOME,3230943.13,14.35,60,ACTIVE
LN004310,CUST052248,EDUCATION,8739892.01,11.83,60,ACTIVE
LN004311,CUST012333,PERSONAL,255306.46,8.22,60,DEFAULT
LN004312,CUST090147,EDUCATION,6508721.64,13.97,12,ACTIVE
LN004313,CUST019754,HOME,8483033.64,9.64,24,DEFAULT
LN004314,CUST074241,AUTO,5758856.83,8.15,36,ACTIVE
LN004315,CUST026583,PERSONAL,2005069.97,12.88,24,DEFAULT
LN004316,CUST004860,PERSONAL,5817256.38,10.01,240,ACTIVE
LN004317,CUST058862,AUTO,901404.83,11.39,60,ACTIVE
LN004318,CUST018488,AUTO,383337.02,10.56,12,ACTIVE
LN004319,CUST043686,EDUCATION,4313905.97,13.58,240,DEFAULT
LN004320,CUST085090,AUTO,3924487.13,9.19,240,CLOSED
LN004321,CUST093133,AUTO,1906196.32,10.53,24,CLOSED
LN004322,CUST078959,EDUCATION,3893283.47,10.18,36,DEFAULT
LN004323,CUST076442,HOME,5538241.99,7.29,36,DEFAULT
LN004324,CUST005503,HOME,5021017.69,13.7,12,ACTIVE
LN004325,CUST018246,PERSONAL,602147.93,14.4,240,DEFAULT
LN004326,CUST084997,EDUCATION,6397763.32,12.31,36,DEFAULT
LN004327,CUST074039,AUTO,8866611.9,14.74,240,DEFAULT
LN004328,CUST020431,HOME,9026072.81,13.5,12,DEFAULT
LN004329,CUST056867,HOME,5515681.36,12.8,120,ACTIVE
LN004330,CUST040396,EDUCATION,4606568.95,7.34,60,CLOSED
LN004331,CUST081291,EDUCATION,2287538.83,9.19,24,DEFAULT
LN004332,CUST052390,HOME,3645804.72,11.99,24,CLOSED
LN004333,CUST008749,AUTO,5780602.6,9.64,120,ACTIVE
LN004334,CUST084780,AUTO,4958446.6,10.49,24,ACTIVE
LN004335,CUST095900,EDUCATION,6818350.14,14.33,60,ACTIVE
LN004336,CUST059896,EDUCATION,2093128.53,9.87,36,CLOSED
LN004337,CUST076713,HOME,4857073.3,14.67,120,DEFAULT
LN004338,CUST095572,PERSONAL,2611299.19,8.93,12,ACTIVE
LN004339,CUST059538,AUTO,976437.11,13.79,24,CLOSED
LN004340,CUST051747,EDUCATION,2376454.95,10.39,240,CLOSED
LN004341,CUST033472,HOME,7685210.53,7.88,24,ACTIVE
LN004342,CUST045333,PERSONAL,1392412.63,12.06,36,DEFAULT
LN004343,CUST093584,HOME,2636176.17,13.12,60,ACTIVE
LN004344,CUST004799,AUTO,7699827.54,12.99,120,CLOSED
LN004345,CUST098134,AUTO,7413927.97,8.56,24,CLOSED
LN004346,CUST081584,PERSONAL,3520625.44,9.32,240,DEFAULT
LN004347,CUST042951,AUTO,1309544.7,9.7,240,CLOSED
LN004348,CUST021278,HOME,8169542.87,9.91,36,ACTIVE
LN004349,CUST031236,PERSONAL,4272981.35,14.6,12,CLOSED
LN004350,CUST073431,HOME,7470555.08,10.18,240,CLOSED
LN004351,CUST033599,EDUCATION,2980762.53,13.07,24,DEFAULT
LN004352,CUST062293,PERSONAL,7356555.09,11.13,60,CLOSED
LN004353,CUST030212,EDUCATION,9750679.65,11.51,120,ACTIVE
LN004354,CUST062440,EDUCATION,6358700.49,14.99,36,ACTIVE
LN004355,CUST002978,AUTO,174110.55,13.99,24,DEFAULT
LN004356,CUST049170,HOME,733004.5,13.55,12,ACTIVE
LN004357,CUST059027,PERSONAL,6609826.08,13.51,60,ACTIVE
LN004358,CUST080335,EDUCATION,1085574.64,12.44,240,DEFAULT
LN004359,CUST056010,AUTO,3926298.16,7.41,24,DEFAULT
LN004360,CUST021525,HOME,6559201.1,14.84,120,CLOSED
LN004361,CUST068453,HOME,9545592.27,12.3,240,DEFAULT
LN004362,CUST004739,EDUCATION,7152481.49,8.52,120,ACTIVE
LN004363,CUST032466,PERSONAL,2260710.0,7.53,120,ACTIVE
LN004364,CUST071291,PERSONAL,220865.09,10.93,120,CLOSED
LN004365,CUST012940,HOME,7912186.82,10.58,12,CLOSED
LN004366,CUST076980,HOME,82073.18,7.09,60,CLOSED
LN004367,CUST026678,PERSONAL,7926734.38,12.23,240,DEFAULT
LN004368,CUST029793,AUTO,1593672.32,7.5,36,ACTIVE
LN004369,CUST039881,EDUCATION,4762007.27,9.29,24,ACTIVE
LN004370,CUST016885,PERSONAL,8230828.85,14.45,120,CLOSED
LN004371,CUST027283,PERSONAL,3077401.71,14.96,36,DEFAULT
LN004372,CUST068774,HOME,7467882.6,7.71,240,CLOSED
LN004373,CUST068207,PERSONAL,1837225.55,8.13,36,CLOSED
LN004374,CUST065044,AUTO,5692670.52,14.36,60,ACTIVE
LN004375,CUST047159,PERSONAL,5959974.14,12.42,120,ACTIVE
LN004376,CUST098306,EDUCATION,8645916.82,13.73,12,CLOSED
LN004377,CUST095867,PERSONAL,7579161.81,7.54,240,CLOSED
LN004378,CUST091731,EDUCATION,4467088.97,7.43,60,DEFAULT
LN004379,CUST080595,AUTO,2695119.86,10.48,24,DEFAULT
LN004380,CUST009064,HOME,7749517.9,14.09,36,CLOSED
LN004381,CUST030354,AUTO,158031.71,13.57,24,CLOSED
LN004382,CUST039891,PERSONAL,6789883.85,14.9,60,ACTIVE
LN004383,CUST078423,HOME,4938161.48,7.69,12,DEFAULT
LN004384,CUST043197,PERSONAL,5399226.06,12.78,12,CLOSED
LN004385,CUST011960,AUTO,6386426.1,9.69,120,DEFAULT
LN004386,CUST008270,AUTO,4157090.14,14.39,120,ACTIVE
LN004387,CUST087217,EDUCATION,1786942.36,8.07,120,ACTIVE
LN004388,CUST044597,EDUCATION,8148757.67,11.22,240,DEFAULT
LN004389,CUST037022,PERSONAL,889549.01,9.46,240,DEFAULT
LN004390,CUST072228,AUTO,7577794.62,9.73,60,CLOSED
LN004391,CUST063621,EDUCATION,5247396.31,7.4,36,DEFAULT
LN004392,CUST083478,HOME,5175161.81,12.76,24,DEFAULT
LN004393,CUST013069,PERSONAL,1433054.62,7.58,24,ACTIVE
LN004394,CUST068652,AUTO,6362974.3,11.32,12,CLOSED
LN004395,CUST044741,AUTO,5675745.14,12.57,12,CLOSED
LN004396,CUST084297,HOME,6564328.54,13.93,120,ACTIVE
LN004397,CUST082007,AUTO,9070706.75,10.17,120,CLOSED
LN004398,CUST050343,EDUCATION,5750863.41,7.25,36,CLOSED
LN004399,CUST028731,PERSONAL,2038291.02,7.82,12,CLOSED
LN004400,CUST092118,AUTO,661129.58,10.15,120,DEFAULT
LN004401,CUST012933,EDUCATION,9633112.23,13.71,240,DEFAULT
LN004402,CUST075492,PERSONAL,6374692.07,12.79,60,ACTIVE
LN004403,CUST086682,HOME,907954.19,13.34,24,DEFAULT
LN004404,CUST081012,EDUCATION,3870109.2,10.22,24,DEFAULT
LN004405,CUST008564,AUTO,5915973.65,10.61,12,CLOSED
LN004406,CUST011424,PERSONAL,7908691.95,14.28,60,CLOSED
LN004407,CUST012593,EDUCATION,7199526.36,14.01,120,DEFAULT
LN004408,CUST073345,PERSONAL,5140932.05,7.78,24,ACTIVE
LN004409,CUST020639,EDUCATION,6880139.9,7.82,60,DEFAULT
LN004410,CUST012932,HOME,9816971.8,13.27,240,ACTIVE
LN004411,CUST032533,HOME,1669857.01,13.57,240,CLOSED
LN004412,CUST068569,PERSONAL,7511744.98,12.39,240,DEFAULT
LN004413,CUST089187,EDUCATION,6569141.7,8.79,24,ACTIVE
LN004414,CUST002126,PERSONAL,1000150.79,7.18,120,ACTIVE
LN004415,CUST024250,EDUCATION,1380020.56,12.65,12,ACTIVE
LN004416,CUST058697,HOME,3244168.0,7.2,120,ACTIVE
LN004417,CUST019719,PERSONAL,4362559.73,10.82,12,DEFAULT
LN004418,CUST000082,HOME,1874159.93,10.66,36,CLOSED
LN004419,CUST041785,AUTO,3247215.44,7.83,120,CLOSED
LN004420,CUST094288,EDUCATION,4722323.78,12.44,24,ACTIVE
LN004421,CUST057962,PERSONAL,9885846.0,13.53,240,CLOSED
LN004422,CUST012137,HOME,4650147.92,11.11,60,DEFAULT
LN004423,CUST021575,PERSONAL,1127664.28,7.1,12,DEFAULT
LN004424,CUST080072,AUTO,8575915.97,8.93,240,ACTIVE
LN004425,CUST020601,AUTO,1561683.33,12.24,24,CLOSED
LN004426,CUST034437,AUTO,4644667.06,8.37,120,ACTIVE
LN004427,CUST017674,EDUCATION,4089546.02,14.03,240,DEFAULT
LN004428,CUST088144,AUTO,9326033.32,11.78,24,DEFAULT
LN004429,CUST047580,AUTO,4855998.05,8.05,24,CLOSED
LN004430,CUST068825,EDUCATION,984891.13,10.46,36,DEFAULT
LN004431,CUST039416,PERSONAL,1915082.5,13.13,120,CLOSED
LN004432,CUST008529,PERSONAL,5046806.48,8.52,36,ACTIVE
LN004433,CUST051239,EDUCATION,7708051.94,11.4,120,ACTIVE
LN004434,CUST038666,PERSONAL,7283713.01,13.45,12,ACTIVE
LN004435,CUST017089,PERSONAL,3054526.71,13.36,240,DEFAULT
LN004436,CUST051531,EDUCATION,9107931.31,8.14,24,ACTIVE
LN004437,CUST063940,EDUCATION,6609622.2,8.09,36,CLOSED
LN004438,CUST096378,PERSONAL,135469.39,9.26,12,ACTIVE
LN004439,CUST042568,HOME,8506591.4,7.23,120,CLOSED
LN004440,CUST089834,EDUCATION,2069395.6,7.94,36,ACTIVE
LN004441,CUST018409,AUTO,66003.87,7.15,60,CLOSED
LN004442,CUST012659,PERSONAL,3386138.13,7.64,24,DEFAULT
LN004443,CUST079534,EDUCATION,73449.16,8.7,12,DEFAULT
LN004444,CUST056625,AUTO,366511.44,12.82,36,CLOSED
LN004445,CUST032310,EDUCATION,346654.86,10.65,36,DEFAULT
LN004446,CUST021799,EDUCATION,7500952.82,7.13,60,CLOSED
LN004447,CUST072883,HOME,9451638.73,11.84,12,CLOSED
LN004448,CUST024450,AUTO,1588016.69,12.49,24,CLOSED
LN004449,CUST043607,EDUCATION,3709703.23,8.45,60,ACTIVE
LN004450,CUST080745,EDUCATION,4263671.05,13.18,240,CLOSED
LN004451,CUST069864,PERSONAL,2787982.16,11.44,12,CLOSED
LN004452,CUST071599,EDUCATION,9256269.84,10.58,24,DEFAULT
LN004453,CUST046650,EDUCATION,6918724.1,10.05,36,ACTIVE
LN004454,CUST022915,HOME,6194384.05,12.35,120,CLOSED
LN004455,CUST039348,PERSONAL,8878213.07,7.77,36,CLOSED
LN004456,CUST068907,PERSONAL,1011268.36,9.38,36,CLOSED
LN004457,CUST040018,PERSONAL,5624959.99,13.73,12,DEFAULT
LN004458,CUST045940,HOME,9343622.04,10.26,36,DEFAULT
LN004459,CUST000069,AUTO,8324361.91,7.18,12,ACTIVE
LN004460,CUST088409,AUTO,7735884.95,13.1,240,DEFAULT
LN004461,CUST028402,EDUCATION,6550455.0,12.41,12,CLOSED
LN004462,CUST046349,EDUCATION,5258366.18,7.72,36,CLOSED
LN004463,CUST098859,EDUCATION,1016776.89,9.32,12,DEFAULT
LN004464,CUST095257,EDUCATION,4108784.35,14.89,240,ACTIVE
LN004465,CUST050244,EDUCATION,2580871.29,7.95,36,DEFAULT
LN004466,CUST065700,EDUCATION,3868868.94,8.87,36,ACTIVE
LN004467,CUST053948,HOME,8049375.91,12.99,60,CLOSED
LN004468,CUST067611,HOME,1113739.43,12.26,12,CLOSED
LN004469,CUST066319,HOME,99291.65,14.21,60,DEFAULT
LN004470,CUST035454,AUTO,9933197.1,10.45,60,ACTIVE
LN004471,CUST011770,HOME,4014867.84,11.15,36,ACTIVE
LN004472,CUST005705,HOME,90762.64,8.7,12,CLOSED
LN004473,CUST084298,PERSONAL,4188709.3,8.93,12,DEFAULT
LN004474,CUST071635,AUTO,5350684.28,8.13,60,DEFAULT
LN004475,CUST049040,PERSONAL,6725858.9,14.29,12,DEFAULT
LN004476,CUST086121,HOME,4341759.46,14.59,36,DEFAULT
LN004477,CUST084525,PERSONAL,537348.15,12.85,36,ACTIVE
LN004478,CUST073996,EDUCATION,6141022.33,7.68,36,ACTIVE
LN004479,CUST008867,PERSONAL,7302801.54,14.44,60,ACTIVE
LN004480,CUST084994,AUTO,9674495.88,13.21,120,ACTIVE
LN004481,CUST039498,EDUCATION,6521502.26,12.18,120,ACTIVE
LN004482,CUST027868,HOME,6375485.94,9.1,36,ACTIVE
LN004483,CUST026161,HOME,2607473.5,10.56,36,ACTIVE
LN004484,CUST020512,PERSONAL,6540755.95,8.51,36,ACTIVE
LN004485,CUST079115,HOME,2399703.5,12.16,24,ACTIVE
LN004486,CUST020071,AUTO,4064211.47,14.24,120,CLOSED
LN004487,CUST017712,PERSONAL,800151.35,8.77,120,DEFAULT
LN004488,CUST058166,AUTO,2203478.44,9.53,24,CLOSED
LN004489,CUST029270,HOME,3335288.6,14.17,240,ACTIVE
LN004490,CUST043111,EDUCATION,4973057.46,8.65,12,DEFAULT
LN004491,CUST001759,AUTO,4178943.68,13.6,12,DEFAULT
LN004492,CUST092434,HOME,1525937.74,9.15,60,DEFAULT
LN004493,CUST016472,EDUCATION,5391369.69,13.03,12,DEFAULT
LN004494,CUST069509,PERSONAL,8766932.21,8.38,24,CLOSED
LN004495,CUST064406,HOME,6253062.37,9.51,240,DEFAULT
LN004496,CUST022936,EDUCATION,624739.99,12.18,60,CLOSED
LN004497,CUST073499,PERSONAL,371261.54,8.14,12,CLOSED
LN004498,CUST052086,EDUCATION,1958867.79,7.54,120,ACTIVE
LN004499,CUST045338,AUTO,775824.48,7.17,36,ACTIVE
LN004500,CUST038285,HOME,4483120.85,13.45,24,CLOSED
LN004501,CUST088084,HOME,6770666.21,8.32,12,ACTIVE
LN004502,CUST051825,PERSONAL,6944057.85,11.68,36,ACTIVE
LN004503,CUST076666,PERSONAL,2218145.24,14.61,240,ACTIVE
LN004504,CUST081342,HOME,3734616.21,13.67,240,CLOSED
LN004505,CUST084723,EDUCATION,6772851.34,10.56,60,CLOSED
LN004506,CUST016983,AUTO,3257611.86,14.73,60,ACTIVE
LN004507,CUST080462,EDUCATION,5704302.36,13.56,12,CLOSED
LN004508,CUST095910,HOME,2338596.51,7.32,120,DEFAULT
LN004509,CUST089621,PERSONAL,9075670.77,11.66,120,ACTIVE
LN004510,CUST076725,PERSONAL,8262097.34,14.13,60,CLOSED
LN004511,CUST019793,AUTO,5419073.25,12.66,120,ACTIVE
LN004512,CUST087330,EDUCATION,9955446.67,13.12,12,ACTIVE
LN004513,CUST003332,EDUCATION,5956488.41,10.06,36,CLOSED
LN004514,CUST044752,PERSONAL,7619867.38,14.64,36,ACTIVE
LN004515,CUST004347,EDUCATION,3812646.07,11.3,24,DEFAULT
LN004516,CUST018584,EDUCATION,9780746.29,14.15,60,ACTIVE
LN004517,CUST017295,EDUCATION,8029877.87,12.63,36,CLOSED
LN004518,CUST021437,PERSONAL,9677459.45,13.55,60,ACTIVE
LN004519,CUST040711,AUTO,1975030.86,12.39,60,ACTIVE
LN004520,CUST078981,PERSONAL,6727946.32,8.18,12,CLOSED
LN004521,CUST021123,HOME,4690177.01,7.13,120,ACTIVE
LN004522,CUST087121,AUTO,7170329.98,11.91,60,ACTIVE
LN004523,CUST024147,HOME,7601105.45,13.62,24,ACTIVE
LN004524,CUST020180,AUTO,5062718.24,10.08,24,ACTIVE
LN004525,CUST009350,HOME,4314595.22,10.49,12,DEFAULT
LN004526,CUST046235,EDUCATION,747743.09,11.64,12,ACTIVE
LN004527,CUST023016,PERSONAL,9389725.84,13.61,36,DEFAULT
LN004528,CUST022632,AUTO,8134605.82,10.16,12,CLOSED
LN004529,CUST024155,AUTO,5050010.15,7.41,120,CLOSED
LN004530,CUST084540,HOME,6756335.78,11.98,120,ACTIVE
LN004531,CUST082165,AUTO,1777181.88,14.56,120,ACTIVE
LN004532,CUST083711,AUTO,7643867.54,7.25,120,CLOSED
LN004533,CUST084207,AUTO,4242963.02,14.81,240,ACTIVE
LN004534,CUST087904,HOME,4927155.17,12.81,240,DEFAULT
LN004535,CUST085435,AUTO,5906310.75,13.33,120,DEFAULT
LN004536,CUST037565,AUTO,7772337.11,10.91,120,ACTIVE
LN004537,CUST040886,EDUCATION,6845836.28,13.43,240,CLOSED
LN004538,CUST081499,PERSONAL,4604469.24,14.85,60,ACTIVE
LN004539,CUST031671,PERSONAL,8207851.39,11.55,24,DEFAULT
LN004540,CUST076611,HOME,8193308.89,7.69,12,DEFAULT
LN004541,CUST018117,EDUCATION,2341791.92,11.7,36,CLOSED
LN004542,CUST028784,HOME,2867292.17,10.66,24,ACTIVE
LN004543,CUST093882,EDUCATION,2381197.96,13.25,120,DEFAULT
LN004544,CUST026001,HOME,8042581.18,11.53,60,DEFAULT
LN004545,CUST049030,HOME,7225167.94,7.71,12,DEFAULT
LN004546,CUST026041,PERSONAL,2759737.42,9.07,60,CLOSED
LN004547,CUST093120,AUTO,6519155.19,8.28,120,ACTIVE
LN004548,CUST082187,AUTO,7068862.94,7.09,60,ACTIVE
LN004549,CUST050473,AUTO,3068605.62,10.73,240,ACTIVE
LN004550,CUST070798,AUTO,4592828.84,9.09,36,ACTIVE
LN004551,CUST019183,HOME,3305783.59,11.82,36,DEFAULT
LN004552,CUST069173,HOME,5123904.53,11.76,36,DEFAULT
LN004553,CUST027053,HOME,236113.38,8.67,12,CLOSED
LN004554,CUST064655,EDUCATION,5848289.97,11.57,24,DEFAULT
LN004555,CUST010498,HOME,1841204.44,8.86,12,DEFAULT
LN004556,CUST068916,PERSONAL,1023889.4,8.72,12,CLOSED
LN004557,CUST015799,HOME,2714662.98,9.0,240,ACTIVE
LN004558,CUST088216,PERSONAL,9989059.07,9.07,120,ACTIVE
LN004559,CUST076827,AUTO,7013678.17,11.21,120,CLOSED
LN004560,CUST043916,PERSONAL,7956206.35,8.74,24,DEFAULT
LN004561,CUST068938,AUTO,7539611.45,11.82,120,CLOSED
LN004562,CUST031118,PERSONAL,7139319.5,12.69,24,DEFAULT
LN004563,CUST076108,AUTO,8254041.94,13.87,60,ACTIVE
LN004564,CUST082554,PERSONAL,3280157.32,12.9,240,ACTIVE
LN004565,CUST007037,EDUCATION,3621178.84,13.34,24,DEFAULT
LN004566,CUST041478,AUTO,8828512.04,11.88,12,CLOSED
LN004567,CUST070517,AUTO,3776207.2,9.88,60,CLOSED
LN004568,CUST079825,HOME,358039.04,14.08,120,CLOSED
LN004569,CUST079305,HOME,998166.27,12.54,240,CLOSED
LN004570,CUST066211,HOME,8081607.99,8.02,36,ACTIVE
LN004571,CUST034015,HOME,1199173.22,12.62,120,ACTIVE
LN004572,CUST013176,EDUCATION,9344921.41,10.72,120,ACTIVE
LN004573,CUST010720,HOME,2232297.41,8.05,60,DEFAULT
LN004574,CUST003948,PERSONAL,6908403.35,14.25,36,DEFAULT
LN004575,CUST057715,EDUCATION,8693127.69,11.12,120,ACTIVE
LN004576,CUST024457,PERSONAL,8077720.85,12.06,36,ACTIVE
LN004577,CUST013297,HOME,1603519.08,10.66,120,DEFAULT
LN004578,CUST078102,AUTO,6994174.98,7.88,240,DEFAULT
LN004579,CUST073489,PERSONAL,6808073.3,12.95,60,ACTIVE
LN004580,CUST071528,HOME,4260189.57,9.83,12,DEFAULT
LN004581,CUST005976,AUTO,2270788.79,13.02,36,DEFAULT
LN004582,CUST023681,EDUCATION,1861111.43,13.38,60,CLOSED
LN004583,CUST041211,EDUCATION,2868530.29,8.11,24,ACTIVE
LN004584,CUST023515,HOME,9958750.23,11.5,120,DEFAULT
LN004585,CUST046606,PERSONAL,517500.36,12.64,120,CLOSED
LN004586,CUST032051,HOME,6361960.09,11.58,24,CLOSED
LN004587,CUST047322,EDUCATION,9521909.41,13.54,12,ACTIVE
LN004588,CUST054398,PERSONAL,5217137.3,10.61,12,CLOSED
LN004589,CUST054446,AUTO,64804.91,12.76,240,ACTIVE
LN004590,CUST043962,AUTO,379460.41,7.67,24,ACTIVE
LN004591,CUST051109,PERSONAL,6800408.23,11.97,120,DEFAULT
LN004592,CUST067120,AUTO,6972661.86,10.0,12,ACTIVE
LN004593,CUST058025,EDUCATION,2639504.45,8.17,36,ACTIVE
LN004594,CUST014888,PERSONAL,7682387.03,12.79,12,DEFAULT
LN004595,CUST023580,AUTO,1025047.64,12.5,36,CLOSED
LN004596,CUST048619,EDUCATION,7586461.83,10.4,60,ACTIVE
LN004597,CUST068595,PERSONAL,3988402.3,11.37,24,ACTIVE
LN004598,CUST076696,HOME,4510948.09,13.98,240,ACTIVE
LN004599,CUST006434,HOME,8562158.96,9.56,120,DEFAULT
LN004600,CUST082442,AUTO,992674.94,10.84,240,DEFAULT
LN004601,CUST046093,HOME,6959611.49,11.37,120,ACTIVE
LN004602,CUST030977,HOME,4518837.33,8.53,12,CLOSED
LN004603,CUST061420,PERSONAL,5575069.93,8.55,24,DEFAULT
LN004604,CUST008805,HOME,9921535.85,8.8,24,ACTIVE
LN004605,CUST036394,EDUCATION,1732173.29,8.82,36,ACTIVE
LN004606,CUST040021,EDUCATION,4854486.45,14.41,240,CLOSED
LN004607,CUST027278,PERSONAL,4758871.38,14.15,240,CLOSED
LN004608,CUST008209,PERSONAL,5314120.88,12.78,60,ACTIVE
LN004609,CUST076439,AUTO,794410.55,14.8,120,CLOSED
LN004610,CUST016833,EDUCATION,4201546.28,9.7,12,CLOSED
LN004611,CUST067504,EDUCATION,4840773.62,10.89,60,DEFAULT
LN004612,CUST067789,PERSONAL,6667854.49,11.48,120,CLOSED
LN004613,CUST088204,EDUCATION,4649722.58,8.03,60,DEFAULT
LN004614,CUST089518,EDUCATION,6943523.67,10.46,60,CLOSED
LN004615,CUST082237,HOME,5780559.47,11.36,36,DEFAULT
LN004616,CUST010533,EDUCATION,751422.29,7.5,12,CLOSED
LN004617,CUST090341,EDUCATION,1420166.99,12.07,60,ACTIVE
LN004618,CUST021938,HOME,9580356.79,10.82,60,ACTIVE
LN004619,CUST019609,PERSONAL,3866561.63,7.81,12,DEFAULT
LN004620,CUST040050,AUTO,3709514.44,7.01,36,ACTIVE
LN004621,CUST022665,EDUCATION,2325346.41,12.12,36,DEFAULT
LN004622,CUST004596,EDUCATION,3487444.83,10.06,12,CLOSED
LN004623,CUST085618,PERSONAL,8527794.83,9.71,24,CLOSED
LN004624,CUST067777,EDUCATION,2363771.21,9.39,36,ACTIVE
LN004625,CUST023129,EDUCATION,1169826.24,9.82,60,ACTIVE
LN004626,CUST083357,HOME,4542320.1,11.83,60,CLOSED
LN004627,CUST005910,HOME,2743881.83,9.81,240,CLOSED
LN004628,CUST081344,EDUCATION,1073096.01,7.62,36,CLOSED
LN004629,CUST060434,PERSONAL,6384186.63,12.79,24,DEFAULT
LN004630,CUST070159,AUTO,1320546.87,8.71,240,ACTIVE
LN004631,CUST053231,AUTO,7848674.17,14.04,60,CLOSED
LN004632,CUST046790,AUTO,2933195.63,13.0,120,ACTIVE
LN004633,CUST025412,HOME,8660622.03,14.52,60,ACTIVE
LN004634,CUST058383,EDUCATION,8205352.09,12.78,36,CLOSED
LN004635,CUST068509,EDUCATION,2921365.14,9.74,24,CLOSED
LN004636,CUST009270,PERSONAL,7080085.44,8.52,60,ACTIVE
LN004637,CUST065858,AUTO,109432.6,12.37,12,ACTIVE
LN004638,CUST035325,EDUCATION,6317137.23,11.08,60,DEFAULT
